MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13
-315.06357,171.95035,-56.799618,10.450222,23.543999,-9.535658,15.090419,-17.120832,-39.705894,-11.674072,-0.049949527,13.428181,9.79298
-314.53683,172.74536,-55.912632,9.136236,22.042927,-8.25184,12.788251,-20.980158,-38.999214,-11.740564,0.16862375,14.451988,4.324294
-318.69977,168.74544,-57.715652,9.018797,23.41248,-6.1132717,19.549004,-12.912965,-40.362,-18.77597,-1.7855462,16.119028,4.987179
-319.65018,165.38861,-60.276863,10.175824,23.442774,-5.9046307,20.51015,-16.047352,-40.962524,-13.739706,1.0624754,18.282738,8.068611
-313.97482,171.55537,-58.144844,7.678112,20.62891,-2.714305,25.757141,-13.701883,-37.697906,-10.484671,-0.836715,14.6378355,8.815266
-319.25684,167.53137,-60.4134,1.1642101,16.961529,-0.76356554,24.577278,-13.8724375,-34.709976,-11.282836,-1.5249966,15.35988,9.641809
-318.7246,174.55121,-55.420044,-3.1111374,15.622278,-2.8741355,18.6566,-19.644665,-43.062138,-15.465645,-0.13381237,14.657095,12.160201
-315.80624,180.38792,-50.584755,-1.01677,15.370876,-8.828091,13.492875,-18.446587,-39.873318,-10.574976,6.821217,20.862988,15.387478
-313.33698,182.85132,-52.21495,-8.332384,7.348744,-13.810057,8.825775,-18.955997,-32.0905,-4.256852,6.1919956,19.113781,14.114239
-312.44925,183.8719,-52.62726,-10.1991825,5.735882,-17.48708,2.363617,-20.983767,-28.05745,0.001897335,5.3854103,11.313821,10.720549
-311.19125,185.12291,-49.651054,-4.0765276,11.594555,-15.333937,-1.0012145,-25.319782,-26.752907,4.4375362,7.449052,11.287881,11.070784
-315.68893,184.27084,-46.31295,-0.95034707,18.987953,-8.041572,0.15090466,-27.162392,-27.711662,5.5659704,8.901142,11.361977,8.879224
-320.6472,180.37372,-47.14501,0.1927982,20.097416,-10.8362665,-0.84776366,-27.844372,-32.579826,4.226233,10.176336,10.756566,7.4432654
-319.89093,181.49933,-44.493877,2.4749336,19.886652,-9.14753,1.5640581,-28.779924,-34.616432,-0.86606824,4.121567,15.05228,17.109907
-320.30545,179.17865,-48.1817,-2.9894068,12.9206295,-11.557766,3.2127662,-25.645859,-29.51675,2.9657218,7.3648453,18.323202,16.37827
-312.10992,183.60074,-53.355164,-5.8192225,13.326626,-15.04652,1.9150995,-22.11523,-25.972408,7.624014,8.975035,14.906629,16.029257
-308.01715,184.72684,-56.51779,-6.4687653,13.304094,-17.359333,1.7274572,-18.709871,-27.475689,-1.5198321,3.4986138,18.341415,23.496258
-305.5046,181.21533,-63.13416,-6.994819,15.373268,-11.283949,7.4790306,-19.99649,-32.894894,-9.625894,-2.0189838,18.002445,22.148952
-302.26147,179.22154,-65.431335,-4.8044653,13.150594,-7.7758784,14.354201,-23.666122,-35.09065,-5.192878,-1.8780874,14.382046,18.399044
-306.02097,182.26828,-56.996452,-3.612012,11.627523,-9.61208,8.414342,-30.887041,-38.614407,-4.1894956,-0.8298397,14.119303,20.796247
-312.7045,180.11273,-57.9776,-7.5651436,15.312225,-9.648708,2.2566254,-31.943588,-39.973892,-5.6799026,1.6395856,16.981102,23.535992
-311.65875,177.74272,-64.79407,-12.387473,13.5384655,-8.990605,9.360154,-21.922825,-36.438263,-6.9675846,2.4738784,18.948296,22.521046
-313.52823,173.96313,-67.551445,-14.916729,5.7110333,-15.136639,11.985789,-19.840168,-39.11124,-6.3857627,5.3250027,19.123875,25.257286
-310.5428,175.12878,-63.70946,-4.749769,11.145191,-12.653376,16.850468,-19.28061,-41.08232,-6.7239847,0.06727266,9.877489,20.701694
-313.68692,176.06927,-60.888298,-7.3319902,11.026835,-8.409693,22.240047,-10.225601,-34.033676,-7.2225103,-1.7865669,8.79052,18.334366
-322.29355,172.0957,-59.696304,-8.8866625,12.673554,-7.706321,21.879955,-6.4740973,-33.757206,-9.889088,-3.0785584,6.542338,21.204231
-331.87158,163.99115,-56.550575,-0.7510797,17.009111,-5.485936,24.13417,-8.10004,-38.410973,-13.383068,-4.2081475,8.420795,25.656143
-324.5014,169.60947,-56.482025,-1.340094,13.965429,-11.054872,21.773281,-5.1003485,-34.788902,-14.595044,-8.649764,5.391823,21.459766
-327.91168,171.13084,-50.11867,-0.98127526,10.777746,-12.5892105,20.954144,-4.6727614,-33.91945,-13.890031,-5.586905,8.058774,20.718739
-338.8197,165.92706,-43.73301,1.4007238,7.669306,-13.996004,20.251667,-6.326889,-32.760567,-9.612568,-1.9080704,10.264658,22.473907
-337.99457,165.15295,-45.438587,1.4905336,7.098241,-14.56213,23.280245,-3.7625668,-33.769268,-9.842598,-3.4492652,5.4616766,21.18068
-336.482,164.13156,-47.577133,5.4062843,14.824013,-10.320675,23.865679,-3.0222275,-36.7325,-17.036343,-6.268717,5.5984545,18.769722
-338.05646,164.61424,-45.44338,4.657926,14.390102,-5.6814084,32.812553,6.3030033,-35.578243,-26.37997,-11.044596,7.2299194,14.474422
-335.41864,162.09734,-52.693474,3.4129648,14.930031,-8.838627,31.75305,8.186704,-32.85782,-21.24831,-6.549244,9.477064,17.502216
-338.19104,156.32915,-57.76452,2.1657312,12.568499,-12.714014,30.245773,7.9130955,-30.767368,-15.798981,-2.746776,12.749821,22.70179
-340.17688,157.69052,-52.545055,3.4288137,9.114644,-17.150711,28.480888,13.086591,-22.710072,-12.484216,-2.8211875,12.259752,22.932621
-338.90668,158.55194,-51.504745,4.1330247,10.162771,-10.50388,34.531525,12.951676,-22.441696,-15.96855,-15.336542,1.3396937,18.646446
-342.18115,154.34003,-53.17725,1.4286535,2.1628008,-16.182852,34.15297,12.518038,-22.27511,-16.251472,-17.377625,2.8139622,20.667702
-339.89658,155.43382,-55.268677,2.479467,8.370604,-14.221485,30.23946,9.782892,-23.95589,-16.181454,-11.11204,10.863746,22.136776
-336.6773,155.22635,-58.457794,6.2207756,17.08067,-10.0065,28.461609,7.897155,-25.115557,-18.358257,-11.546324,9.846531,18.28212
-332.76624,161.58157,-52.6662,7.492648,12.98962,-15.16908,26.171375,6.4358,-26.458538,-17.792545,-13.266909,5.0757914,17.535875
-332.9188,163.75623,-51.198906,7.135509,16.90431,-10.458561,26.968956,3.0060406,-31.371326,-17.722054,-12.740734,2.2205143,18.813038
-333.71198,162.87476,-53.85967,4.220802,18.171951,-8.342443,27.792038,5.9458046,-25.5771,-12.369498,-13.865629,-3.5767481,16.38488
-337.79803,160.90117,-52.75946,2.496344,13.545849,-14.026947,25.773417,10.99411,-19.068401,-7.981849,-10.424591,-1.788665,18.668493
-341.9441,158.8424,-46.913284,8.990076,13.681165,-14.687361,28.02668,14.990347,-17.350197,-13.482281,-14.383572,1.2468207,18.228603
-345.6729,156.09052,-45.46978,10.34495,13.870108,-12.60283,28.501804,11.874271,-20.884453,-17.841997,-16.233498,4.2449355,18.55729
-349.98663,152.95404,-46.49591,7.5039463,10.795628,-15.207617,28.201359,15.996006,-17.892967,-16.274862,-9.897372,8.941639,15.456554
-345.102,158.09831,-44.756187,5.065316,7.05542,-15.632662,26.002584,10.783785,-15.953407,-10.096455,-10.196541,6.038184,15.466911
-344.71298,155.50298,-49.97414,2.472856,6.0118256,-18.896164,19.727264,3.044529,-21.844479,-11.749372,-9.534103,5.6388974,14.884991
-341.4117,159.36931,-46.757294,6.3282976,9.66857,-17.0018,20.161503,3.1547258,-22.687733,-15.431882,-14.980046,0.9320562,11.607536
-338.79932,161.24065,-46.654816,8.606095,11.95224,-19.0113,17.718296,3.285751,-20.185184,-12.645006,-17.1923,-1.9159573,13.957001
-336.8908,163.7651,-47.003593,9.279122,16.93959,-19.310688,13.350051,1.7365792,-22.750708,-13.491586,-15.688189,-4.8955727,11.917383
-334.0193,167.88278,-44.698334,10.275791,17.689518,-21.660648,10.67742,-0.45159614,-28.137144,-14.845449,-11.818573,-4.780434,12.461992
-337.44525,164.06241,-43.30149,13.145088,15.105397,-23.824423,12.351379,3.4343104,-23.071377,-13.467146,-11.059319,-1.967099,10.501371
-339.1356,164.91862,-37.00825,18.615795,15.367145,-26.008076,9.0216255,2.6102238,-19.790466,-16.151606,-20.135162,-5.0911174,12.951582
-342.2621,162.58427,-37.789574,14.431559,10.889168,-24.629734,10.45657,1.2519982,-17.559326,-15.040995,-25.195763,-8.905649,10.963913
-341.6796,161.58084,-38.910027,16.1942,12.834406,-22.127357,15.081834,3.97679,-17.554628,-13.712524,-21.16803,-4.5881457,9.79682
-337.21094,162.07611,-45.522545,12.504511,13.985268,-21.612719,15.910502,5.4254246,-18.814657,-13.797199,-16.660671,-0.14299756,11.020731
-338.20255,157.876,-49.2586,12.343908,11.312973,-24.864674,14.476678,1.2935065,-21.545277,-10.641299,-12.986252,1.4150501,12.433058
-337.11862,161.2718,-41.7891,17.949856,10.471482,-24.35967,17.045626,0.33760786,-20.035393,-5.6241035,-12.926262,-2.2892776,9.900261
-344.30222,158.89755,-37.147682,20.878696,13.238398,-24.30588,16.253775,6.849288,-13.064659,-6.9899473,-17.745487,-5.4737635,8.275775
-348.17023,156.99023,-39.90313,12.926936,9.985396,-21.915812,19.32356,10.001444,-16.733074,-16.108437,-21.623117,-7.2094984,6.371303
-343.99057,160.95316,-37.306725,14.326109,8.773717,-20.974293,21.208702,5.962264,-22.85028,-17.676472,-20.008938,-5.541094,6.2811217
-339.70602,160.4248,-43.530113,11.9525795,7.671273,-22.084026,23.005318,5.8492465,-24.208141,-14.906397,-17.09845,-3.0556593,10.925108
-340.01083,159.83804,-45.114693,8.815454,4.5525355,-22.397926,23.577457,3.231691,-24.708794,-10.075228,-15.130167,-3.0592308,15.861757
-342.60416,159.5823,-42.308113,9.195483,4.727914,-20.906805,21.827658,0.82325566,-25.63234,-11.973972,-12.253956,1.4039422,11.579414
-343.12164,161.65576,-41.573654,5.892192,5.7152586,-17.801857,23.610798,6.2800417,-21.099253,-13.5793,-15.043331,-1.9151306,6.658348
-344.46255,165.672,-40.171295,3.003157,11.937896,-16.641165,20.770964,12.896032,-20.394272,-18.224327,-16.12096,-7.7770042,5.4940023
-350.10193,159.4996,-41.18232,7.911125,14.171441,-21.949982,17.244896,9.31949,-28.006617,-19.655006,-16.840797,-12.389523,9.933933
-354.14542,154.70517,-40.715805,11.643917,15.35097,-19.675732,18.368015,4.047345,-32.40409,-21.439415,-17.155468,-3.6629972,19.845837
-351.633,161.52065,-31.272234,15.842808,17.293854,-12.693449,22.59314,3.0487373,-30.195072,-19.822983,-17.434023,-0.5006181,19.217562
-349.67435,166.30408,-28.403557,12.447796,12.928061,-15.5459385,20.752005,4.866415,-22.18566,-10.568371,-15.998175,-4.22741,15.889709
-351.9531,162.98935,-31.356274,10.527852,11.357569,-16.266068,22.341112,5.339706,-24.638653,-10.140409,-12.752146,-5.149701,12.034294
-352.53192,162.34683,-31.336285,11.90752,14.142506,-14.88884,22.21901,7.5014,-24.989458,-15.644849,-15.266624,-5.8216214,11.130192
-355.9365,166.01978,-26.381266,9.977762,17.109686,-14.9361515,15.279501,7.348736,-18.102993,-8.98192,-15.10623,-10.730632,10.425228
-356.00195,161.80623,-28.052532,13.165716,14.2550335,-15.591994,18.103508,3.9309628,-17.729721,-2.7905583,-13.1634245,-9.799551,9.054939
-349.45425,160.67494,-35.56637,11.043648,11.598091,-12.528348,26.64318,1.4784175,-27.792616,-8.860905,-15.211824,-8.824802,11.425606
-352.31415,163.9769,-30.260223,9.455498,13.487082,-9.80203,23.011208,-1.7270652,-29.2897,-9.940268,-13.967427,-8.534889,10.927347
-361.94778,162.30356,-26.856522,5.817942,15.017967,-11.981247,12.987406,-3.1720076,-25.076374,-5.557173,-7.3994174,-5.2051353,10.25271
-363.41476,161.56323,-30.034716,-2.507747,10.550197,-10.699232,12.190731,-1.2670556,-14.157549,2.3786886,-9.662498,-6.2814445,14.129366
-358.10403,166.28543,-28.591335,-0.98365223,9.530793,-14.628636,13.001324,1.6844573,-17.069218,-1.426054,-11.825521,-11.428993,11.239834
-355.43387,165.73184,-30.262974,4.4312224,16.180103,-13.051758,11.261629,-1.1784571,-18.59591,-1.2937397,-12.511217,-12.721857,9.758431
-359.6426,157.89871,-35.02142,9.407187,23.452305,-13.905929,2.4337757,-6.5156183,-11.743551,9.75747,-7.9261217,-13.842932,6.853339
-368.0992,150.97305,-34.05748,11.352325,22.332226,-14.131256,5.788898,-2.896618,-10.610246,10.00312,-8.111599,-16.349947,5.455833
-373.7106,148.15768,-30.42412,13.624106,22.277973,-11.839246,9.258591,-2.0008335,-13.792551,2.5544608,-15.254597,-17.745651,8.400766
-368.4368,152.23636,-31.61428,9.849315,18.751728,-13.339394,8.869044,0.05764097,-9.352918,3.7300816,-15.423405,-15.309977,7.7836275
-369.72064,150.10454,-32.41312,11.145545,18.915922,-13.879248,11.548063,4.096129,-9.195982,1.5366963,-14.110676,-11.758455,7.621384
-367.0113,150.83434,-36.483665,9.031273,23.036076,-8.118723,15.895721,5.017988,-12.661021,1.5661993,-8.101573,-7.542549,10.138439
-366.36407,154.84775,-31.32061,7.1771355,19.465805,-3.9854975,20.42512,3.6844254,-14.077543,2.5348847,-6.1961846,-6.3661766,10.028066
-367.75076,156.4444,-25.13087,10.659819,17.766624,-5.8326917,19.75815,3.8520892,-13.756313,-1.0445412,-11.36974,-8.743668,6.929228
-370.04428,150.84776,-25.238823,19.571632,19.41661,-12.620043,14.573737,-0.40825117,-14.69609,1.3432685,-11.841917,-6.8392324,12.700106
-368.6984,153.39871,-22.57608,20.097708,18.978008,-13.5678425,10.043642,-3.3929796,-11.26915,4.3094234,-10.536249,-3.9836326,13.167694
-366.4692,153.92009,-25.627724,17.440887,19.66465,-9.992039,14.64687,1.0496836,-8.990799,5.528268,-7.4782887,-4.8611546,6.701437
-365.43826,152.04024,-28.506084,16.266256,15.071439,-13.012222,16.811775,-0.17865044,-11.623594,7.802495,-8.1078825,-10.949419,4.0934935
-365.31683,150.20377,-29.514143,18.45742,15.685429,-11.946281,19.500595,-1.8367262,-15.951788,4.8185396,-9.551421,-7.501194,8.854807
-365.00558,153.29082,-23.119267,23.809683,16.418049,-14.078699,21.124374,2.8890939,-15.061035,4.4167004,-5.822277,-5.6046104,2.5606995
-369.7931,150.56326,-22.759907,20.545383,11.9883995,-15.460139,22.674484,7.71239,-10.787998,3.8190446,-7.5977564,-7.61726,-2.5054564
-372.4178,149.41241,-21.961922,19.128693,11.828419,-13.358314,19.639734,2.6005564,-11.392626,1.5748336,-12.577307,-7.8383455,2.059049
-368.82065,154.44019,-20.877176,19.141117,16.424417,-12.913881,12.95463,-4.745847,-18.074259,-1.4587266,-11.579878,-6.283843,3.8505073
-366.03586,160.43987,-15.872732,20.181372,17.07141,-11.876066,16.669186,0.35142887,-16.96613,-1.2199354,-11.466677,-9.366765,1.7641109
-368.9101,154.30685,-20.82542,18.967953,14.690121,-13.08506,17.556269,-1.385798,-16.277916,5.203821,-5.7729692,-5.0451336,5.546535
-364.5992,155.14462,-23.697666,20.051033,14.708771,-19.2299,10.116209,-5.5744286,-19.207645,2.3285725,-3.9597206,2.1265073,11.737419
-361.9505,155.74918,-25.178772,21.517817,18.702747,-14.125914,14.547104,-3.040657,-17.803173,2.0234706,-7.3395786,-4.3358927,6.6012926
-367.83536,152.06635,-25.440014,20.292332,22.052763,-7.4560537,17.473824,-3.0980217,-18.94454,0.048891842,-9.975489,-9.534867,1.8492765
-375.2008,144.74536,-30.374945,14.191635,14.5515995,-17.236588,10.512606,-1.3313215,-11.716671,5.921216,-10.116613,-12.277194,2.2090292
-376.58972,143.52768,-28.41986,17.659462,14.699766,-17.65276,13.044109,0.09580544,-12.055919,9.115568,-2.2035065,-3.0129068,10.047885
-370.32578,153.4992,-21.396927,18.943974,16.59377,-14.660125,13.012966,-3.3612633,-19.692383,1.6255957,-2.2985475,0.3522097,10.27129
-371.6507,152.695,-21.58953,18.008186,15.453247,-17.206367,8.896534,-4.741227,-17.396244,1.9933963,-6.3017006,-3.8256993,8.444057
-376.8677,146.83868,-26.463505,14.509159,15.6498165,-16.564226,9.204277,-2.071323,-13.311888,6.197898,-4.795749,-5.814146,8.644474
-374.342,149.45117,-22.468412,20.506138,18.377434,-15.617256,12.9665985,0.96408516,-15.177746,3.8972788,-2.571568,-3.7779841,5.466564
-379.26187,144.90619,-18.512486,28.62515,18.932041,-18.958817,12.988113,1.9237268,-15.690302,-0.3656034,-8.696098,-6.09634,4.0137568
-377.86606,145.50183,-20.984915,24.089634,15.608382,-17.776707,16.966505,2.2269187,-18.53514,-1.6754342,-12.9674835,-14.326318,0.9275359
-370.39392,150.48344,-26.934181,11.921961,5.3010416,-21.665539,19.011295,6.2257214,-14.623226,5.0374517,-4.002656,-10.382705,-1.74182
-333.0599,171.0168,-35.792088,7.3550606,-7.481101,-35.19181,14.98285,0.22993043,-18.334301,6.136213,3.746337,4.770568,6.59076
-282.76498,166.5705,-69.53102,18.892723,-22.289223,-49.45685,22.09395,-9.665865,-16.20602,15.392704,-1.2717599,9.148046,5.753313
-264.25635,151.59738,-80.775116,25.045832,-22.295673,-45.010555,21.171375,-12.552212,-12.244644,21.152283,-8.624237,6.728808,-1.1602687
-278.0199,152.79599,-76.54618,23.973114,-13.957939,-39.514496,21.14227,-12.354454,-6.7509627,16.965687,-13.632069,5.116171,-1.2135253
-291.82346,155.90704,-72.24831,17.625053,-14.018472,-35.82199,22.777714,-9.646851,-5.5909925,12.893753,-15.3796425,0.4456883,1.7848202
-304.58585,153.79088,-65.31693,23.944618,-13.530706,-39.40952,20.123928,-9.998049,-6.435506,11.033512,-16.548903,-2.6085804,4.1040325
-313.3138,154.59326,-57.41632,29.664455,-3.2761407,-36.136692,17.446337,-6.9606457,-1.1682693,16.701797,-12.909361,-2.5235314,2.3046894
-323.43924,156.05536,-51.59561,20.2266,-7.297762,-32.84308,20.632326,-2.598547,-1.3045855,16.816631,-7.2861185,4.23625,6.491315
-332.46362,155.28891,-46.941742,18.665405,-5.6384077,-34.104668,18.774073,0.84150565,-2.9076896,12.513753,-10.793795,-0.028802037,5.828491
-340.1953,148.00092,-49.295708,20.211666,0.52131337,-27.686302,22.502903,0.69356495,-8.78185,6.809082,-12.706989,-1.1745489,7.607726
-337.0794,154.87122,-43.82901,17.8252,-2.3012276,-28.185648,16.63921,-3.9220679,-5.6996284,8.636612,-13.300699,-1.1313863,6.2046304
-345.7816,150.82431,-43.19667,17.258762,3.5641665,-24.042542,16.640194,-1.345789,-6.352346,8.168468,-8.171056,-0.43562073,0.88390714
-352.18747,148.77313,-41.631744,17.64377,8.021143,-23.24548,15.431474,1.8039122,-5.004207,11.431486,-2.1914828,0.019349903,-1.9813591
-355.6608,147.75555,-36.651184,23.613438,9.068866,-27.998375,10.732426,0.79497147,-2.3973203,16.762524,0.300516,-2.340886,-4.3922014
-357.0771,149.82657,-34.290443,24.156414,15.267542,-23.15198,8.594458,-1.018439,-1.2862589,15.353645,-6.1887155,-4.458516,1.0110812
-356.55612,152.56345,-34.01268,20.549488,16.387861,-17.897755,13.611385,0.67489517,-4.7765155,11.31781,-9.768951,-7.2434034,2.9991033
-364.1339,145.88194,-36.689816,19.56357,17.60035,-17.495792,15.506895,2.7425687,-7.9790163,11.445693,-3.6920633,-5.108384,3.2602677
-365.02728,145.01967,-35.54891,21.580002,18.14507,-18.958546,9.535885,-4.175399,-9.11442,11.5532465,-5.1484795,-3.1000233,6.545061
-359.83475,154.39264,-30.620342,17.466347,16.513039,-16.997917,7.118779,-7.1328897,-8.957982,12.403061,-4.7060776,-5.8493195,1.1352992
-365.37506,150.82098,-31.631895,15.783178,16.81188,-17.809084,6.948874,-6.7761283,-14.337094,8.798804,-2.9296808,-7.0469713,0.070046335
-365.27158,151.01044,-30.769173,15.453594,12.836619,-20.359695,9.868155,-4.1724987,-14.868026,8.175971,-3.8567538,-7.1043043,2.180991
-360.22906,158.0166,-25.431257,18.102818,14.00377,-21.113533,7.442706,-4.9201574,-15.55406,3.8469448,-8.344198,-9.346283,0.6846714
-365.8183,156.43384,-20.964586,20.174389,14.869749,-19.629515,8.360999,-4.499268,-16.477602,1.3493297,-11.706211,-12.354264,-0.9477987
-371.56558,150.69861,-23.876675,20.271507,18.957008,-16.849308,8.476808,-2.3968484,-12.221066,3.8818486,-13.863417,-15.254501,-0.067721725
-374.27658,144.68542,-30.642195,19.608948,24.252098,-12.607336,9.146716,-3.0486197,-12.881307,3.886562,-13.522234,-15.704628,0.07782602
-373.20157,144.65219,-33.02865,16.572266,21.75322,-15.43638,5.9756346,-3.3278112,-10.480782,7.584299,-6.187174,-9.379221,1.5839971
-369.09613,149.75317,-27.571037,19.187199,17.449827,-20.040695,3.8852444,-5.887102,-11.14089,9.561711,-2.493997,-5.1458435,2.3482175
-365.98914,153.86191,-22.518051,23.465508,19.117851,-16.949816,5.5848894,-8.712673,-10.427761,13.622845,-3.3090029,-9.006691,-1.0376776
-367.588,152.14252,-23.861927,22.678375,20.755184,-13.569569,9.509552,-2.6787646,-5.5035763,11.52288,-9.511433,-14.712516,-7.931464
-366.25024,151.68808,-27.490189,21.723713,21.385983,-15.604012,13.261994,4.2171717,-6.7478695,10.97949,-4.6269097,-11.1470585,-3.755667
-359.5902,155.70486,-31.478874,16.431875,18.662184,-17.74202,9.063925,-0.53935546,-8.231522,13.255424,-1.8193276,-10.429562,-4.78036
-357.43115,158.22113,-29.456451,17.244747,19.057331,-16.422123,6.495314,-6.4942904,-11.199434,12.544826,1.5760586,-1.5795834,-0.22126496
-359.9654,157.36288,-28.986908,16.673376,21.599998,-14.37064,3.2374716,-7.731451,-9.754784,7.880498,-5.5828304,-2.7836335,3.5628257
-359.2623,156.94331,-29.811623,17.63823,23.62126,-10.975704,6.5953097,-7.0550814,-9.527326,8.586529,-9.316277,-9.89097,2.1683965
-356.34128,156.77068,-29.31707,23.248476,24.979542,-10.05497,11.202526,-7.93418,-14.93228,4.541237,-12.451748,-12.477013,-1.8585865
-364.31543,151.794,-25.579914,28.086237,26.029356,-12.8192425,8.22915,-10.714773,-18.527145,5.4755144,-5.450778,-5.984243,-0.44169497
-367.31262,153.43132,-26.073788,16.379398,16.451628,-17.483068,5.7513237,-8.158358,-15.802859,7.1093464,-4.3007584,-7.738317,0.7281316
-362.09555,155.6476,-27.308567,15.335571,11.80349,-19.574013,8.697549,-6.2458925,-15.496355,4.694574,-7.16685,-6.7355285,0.22093719
-361.71002,152.0795,-30.79945,19.177048,17.08054,-16.575457,9.7042465,-6.145815,-14.146645,4.3336763,-8.9037,-5.230814,3.2986002
-366.02646,152.57175,-25.58854,20.82748,18.733356,-15.758415,6.7435684,-10.309635,-18.713955,2.1086843,-7.766512,-5.5530844,2.243304
-365.59103,155.19698,-24.274378,18.1007,17.49233,-14.037108,9.328943,-10.228397,-19.55612,7.061488,-3.415378,-9.707443,-4.2725444
-369.59604,152.10239,-26.105957,14.584967,13.745348,-18.424297,7.8581624,-5.3395596,-15.2127075,5.239442,-7.1864243,-9.096342,-1.9108229
-376.27222,148.36157,-22.720879,19.244375,17.817144,-18.425877,6.3045015,-0.25922853,-10.126046,3.5749779,-7.1078167,-4.6833797,4.4793525
-369.60287,149.79965,-24.173035,21.047424,13.516697,-20.533615,8.516889,-3.9769855,-16.54998,-3.3686776,-11.039116,-2.765098,2.760062
-369.31137,149.63458,-23.05803,20.76978,8.159786,-23.478748,10.914516,-0.40325323,-13.143284,-2.2375221,-11.019407,-2.0169616,2.154395
-376.0275,146.76895,-20.287981,23.947662,12.874963,-22.163242,11.224596,2.170911,-10.092335,4.4896965,-8.892246,-10.212378,-2.879445
-374.16907,146.31183,-22.527252,25.314274,14.099131,-24.288998,9.165243,-1.7955868,-16.839027,2.323864,-6.292989,-8.255962,-1.0710771
-375.285,143.76962,-24.137932,30.521118,19.695995,-30.330921,-1.7083758,-10.149238,-23.393253,2.9665437,-3.3458164,-9.243573,1.57921
-372.12585,149.63142,-21.864948,25.375814,16.582138,-26.7751,3.609291,-5.2815022,-18.935291,6.4125834,-3.2083468,-14.649326,-4.525503
-371.53162,154.8605,-14.425043,26.128098,14.34783,-25.826492,6.3548,-1.5047029,-18.133617,1.3172133,-3.7405307,-7.3475914,-1.0240084
-372.65952,151.56676,-21.202885,18.73272,11.651432,-25.208344,4.7077475,-3.946395,-19.348555,-0.6663869,-4.5408783,-5.1092534,3.7491484
-368.3755,155.57281,-20.886364,18.207874,13.097754,-22.02332,6.9768877,-6.128303,-23.470703,-2.6099117,-7.1864433,-7.401078,5.5139656
-368.8424,157.71411,-15.2789,25.467907,20.756325,-18.255072,8.060004,-1.5990067,-16.231401,2.5414753,-6.0980415,-10.054844,-0.8711083
-373.3238,155.16508,-15.679138,22.36364,19.58493,-16.3367,9.424339,-0.21113026,-14.854288,4.3926744,-2.6454582,-10.070173,-5.212773
-371.30212,156.6246,-18.615114,14.183654,12.85521,-16.287111,9.835575,-2.0230038,-15.231351,2.0470233,-4.867182,-5.262144,0.25105342
-364.87634,159.58203,-20.493637,16.511265,17.30726,-12.927559,11.844309,-0.6630964,-12.61615,1.234851,-12.976436,-14.002417,-3.1934032
-361.72015,161.76071,-17.187532,22.802242,17.017178,-18.804974,8.781623,-3.1236296,-14.1736965,4.949688,-8.460327,-11.093744,0.867108
-370.86264,155.19183,-15.078917,22.677101,13.636024,-17.497524,11.095585,-2.2346447,-12.137826,5.1985703,-5.849165,-4.5566254,2.8157659
-375.0,149.90244,-17.418627,22.746647,14.379885,-13.60943,15.065475,-3.2137294,-14.140279,3.5578513,-10.55362,-9.350315,2.8414748
-373.52838,149.55963,-19.814402,23.544182,15.789652,-17.564793,9.706781,-6.64124,-16.521124,6.8802233,-2.4293363,-5.334485,-0.2756251
-371.2754,154.48294,-15.048137,24.542461,15.147381,-18.146688,10.666985,-2.082156,-12.656046,6.4162574,-1.9358655,-2.942959,-3.866188
-367.6397,157.794,-18.126709,17.06945,11.112276,-18.475666,10.388361,-2.9691985,-13.147474,5.9198847,-5.6243997,-6.5634136,-2.2264543
-368.31604,155.10141,-21.193653,20.373287,18.210205,-17.227692,8.610035,-2.3592882,-12.532721,8.621465,-1.3100063,-6.04757,-1.3708131
-372.534,150.22888,-23.710167,20.973553,21.233791,-13.953356,12.373095,0.86652607,-13.460215,4.8165264,-4.717318,-7.748975,1.2443796
-375.23788,148.30804,-24.50885,19.17055,20.370712,-14.916805,10.110425,1.5271553,-9.769629,5.9002066,-6.417495,-7.400235,3.9480739
-367.9759,153.7475,-23.982677,18.672632,17.7742,-16.270151,10.155305,-1.2773823,-13.379326,3.204001,-9.690954,-11.003513,1.9539351
-366.17267,157.02243,-24.399168,13.761868,17.117912,-13.3062935,10.541344,-3.9148042,-17.760986,2.254672,-4.8959904,-7.821205,1.6742661
-370.81137,154.16246,-24.38684,12.786999,17.459753,-13.526178,7.222329,-6.6094427,-17.304653,4.2087317,-5.7613344,-12.937064,-2.065739
-373.10587,151.61334,-22.239347,19.279575,19.545403,-17.264774,4.634055,-5.702989,-14.06638,7.09282,-6.6273756,-15.039152,-2.0551836
-375.468,152.58597,-15.212065,26.041307,21.145128,-19.069374,5.3490567,-2.4763734,-13.990517,3.8421779,-7.65971,-11.971788,-1.1789706
-373.48346,153.57838,-15.2214365,24.307892,16.430382,-19.36518,8.938812,-2.358706,-15.294714,2.5388417,-8.992071,-9.615082,2.6495147
-374.1338,151.85162,-18.63605,20.600346,16.221798,-18.242165,3.5220418,-10.581217,-17.287693,4.411007,-6.7817006,-6.103791,6.4202194
-376.1735,149.78728,-22.686556,14.2328205,15.788756,-12.975494,5.963011,-9.534875,-13.300196,6.0349708,-10.673464,-10.152792,4.07493
